10,12,15,22,29
15,17,19,32,36
2,10,20,27,34
7,9,18,21,24
3,24,30,31,32
11,15,16,21,38
10,13,19,20,29
8,10,15,19,20
12,18,23,30,33
6,9,14,34,38
2,14,16,21,34
13,17,30,33,37
4,6,22,26,38
17,20,24,28,38
15,20,22,24,30
13,20,23,36,42
15,21,34,36,39
7,9,10,17,42
6,16,18,23,35
4,19,25,29,41
3,14,23,31,34
2,3,15,21,38
1,3,6,26,35
5,8,9,11,42
3,5,22,29,31
12,14,26,37,40
6,15,30,35,36
3,7,20,30,42
1,9,10,13,35
5,7,10,31,35
12,22,23,29,31
5,7,18,24,32
6,10,11,18,29
12,18,24,25,39
3,20,28,30,38
4,7,33,35,36
9,11,17,37,42
11,13,29,30,39
2,7,18,20,33
26,28,35,40,42
2,9,16,22,37
1,7,26,27,31
4,6,13,16,20
10,18,21,25,35
4,6,8,35,42
7,12,20,21,36
8,15,25,30,40
3,12,13,25,30
3,15,21,37,38
16,17,18,34,35
5,9,34,39,41
1,2,15,16,31
2,5,8,19,33
6,20,25,37,41
6,14,32,36,40
6,7,18,25,40
11,29,40,41,42
3,7,10,27,36
22,25,26,30,36
18,19,33,36,42
10,11,27,34,36
25,32,33,37,38
20,31,33,36,37
22,27,32,34,42
11,16,22,26,37
13,20,28,30,35
1,5,14,34,41
6,8,19,21,42
2,20,21,23,29
3,14,15,16,17
15,21,22,29,40
10,13,14,22,34
3,6,18,19,27
6,8,23,26,35
2,10,13,23,39
5,16,21,33,40
17,20,25,31,32
5,12,17,24,32
11,16,18,32,42
2,23,27,34,38
10,16,29,35,42
2,8,16,30,36
3,4,18,26,37
2,5,17,22,36
7,15,16,19,39
7,18,19,24,40
18,26,28,37,42
3,8,20,21,31
4,19,22,24,29
1,5,12,16,40
13,25,32,35,39
2,7,9,12,17
3,14,23,35,41
3,11,19,34,37
3,9,13,25,32
6,8,9,16,37
1,7,15,27,42
3,13,20,26,41
2,5,19,36,42
6,9,21,31,37
1,4,9,14,17
13,28,31,34,35
5,25,28,31,33
19,22,26,30,31
2,10,12,16,27
10,17,23,33,41
3,6,7,23,24
2,21,22,31,42
6,15,29,30,34
1,11,17,24,37
14,26,29,38,39
2,26,29,37,39
10,30,31,39,42
3,13,17,31,38
1,5,6,30,41
5,7,14,19,32
4,9,18,19,27
20,21,26,37,38
12,19,30,33,34
10,12,13,16,23
1,11,13,21,37
1,14,20,33,40
5,19,22,23,29
19,31,34,37,41
8,9,18,27,41
7,11,21,32,42
1,11,18,20,21
4,19,32,35,40
10,13,14,27,42
6,10,14,27,41
4,11,20,23,32
20,22,28,34,42
8,18,25,28,38
1,33,34,35,38
4,8,17,23,41
6,12,20,24,27
2,3,5,30,33
14,15,24,27,42
7,11,12,17,27
9,13,16,21,28
4,10,13,36,40
11,15,19,26,40
15,21,26,28,34
21,22,25,32,39
3,4,12,20,34
4,6,11,34,42
13,23,36,38,40
17,19,20,21,39
15,25,26,27,29
6,12,16,23,26
1,15,19,21,39
1,10,25,31,38
1,4,5,33,42
15,21,23,28,35
8,10,28,32,34
3,5,19,33,35
2,5,8,10,38
2,22,26,28,39
7,18,20,25,35
2,4,21,29,36
6,11,18,27,36
9,21,23,29,37
6,7,12,28,32
5,16,28,35,37
17,24,30,31,32
12,30,34,37,40
1,7,25,39,42
10,11,12,25,34
1,6,15,16,19
6,9,15,16,34
2,4,5,13,18
11,13,18,22,23
8,9,11,15,29
4,16,17,26,32
1,27,28,31,34
10,18,23,38,39
1,7,23,36,37
2,4,13,16,26
4,14,27,32,35
5,14,24,32,37
13,15,17,26,40
7,13,19,20,38
5,8,27,36,38
6,25,31,34,42
7,8,26,36,42
6,23,24,35,42
16,18,22,37,39
4,17,18,22,32
1,6,12,13,31
18,27,28,38,42
16,20,23,29,31
11,14,15,28,30
4,8,19,32,36
3,14,26,30,41
3,16,18,36,37
14,15,20,27,28
5,9,10,23,28
11,12,23,38,41
10,14,25,29,37
18,24,31,34,42
1,25,33,40,42
11,12,28,36,37
9,13,18,24,28
14,16,22,25,32
7,11,12,38,39
19,24,32,34,39
1,3,8,14,28
6,14,18,22,35
6,22,26,29,33
2,3,5,16,31
1,3,10,12,29
14,21,23,25,31
16,23,26,30,41
11,12,23,24,35
12,23,26,28,40
1,24,29,31,41
2,4,14,19,21
4,26,32,33,36
7,10,11,17,35
1,3,6,10,26
4,11,18,35,36
1,13,15,24,28
2,14,20,27,35
3,8,11,25,33
19,31,35,38,39
21,22,25,30,40
7,8,19,32,34
4,12,27,37,38
9,11,15,18,27
4,5,17,20,26
17,20,27,31,33
3,8,15,17,18
2,7,25,32,38
10,15,26,31,42
5,22,26,30,36
3,10,15,25,28
5,11,16,38,39
14,18,21,25,26
8,15,20,22,23
9,10,28,30,40
2,4,15,20,29
2,3,17,34,42
2,10,20,32,39
6,12,24,31,40
3,15,18,29,36
4,10,13,16,31
22,25,28,35,40
3,25,26,31,40
4,6,9,17,38
8,16,17,18,24
9,14,20,21,32
2,9,21,25,37
10,24,25,28,37
6,13,17,30,34
1,6,22,28,35
1,6,28,34,37
13,27,29,36,37
2,10,31,40,41
16,18,22,31,35
3,7,10,14,27
4,7,32,34,41
4,12,16,17,41
1,2,25,29,32
10,28,30,33,36
4,12,17,27,29
4,5,24,26,37
2,7,24,31,38
21,22,27,28,40
2,5,9,10,42
18,29,31,40,41
6,13,18,19,33
7,30,36,37,41
2,3,20,22,34
9,11,33,35,36
11,12,19,26,38
8,24,31,37,39
4,18,26,32,34
1,7,31,33,40
1,2,12,25,26
5,15,16,22,35
24,28,29,30,32
2,4,8,31,34
2,7,15,21,35
11,15,21,25,29
2,3,4,16,35
7,17,24,28,37
1,15,20,28,42
8,11,13,21,27
10,18,32,35,36
4,6,25,26,28
3,5,19,26,30
7,16,21,27,29
6,13,16,30,42
6,12,26,36,41
13,18,19,25,29
4,10,17,26,34
4,13,24,28,39
17,19,20,22,29
8,10,22,23,29
4,21,28,37,40
5,8,9,26,33
1,9,17,27,41
2,6,7,28,33
17,20,22,27,28
16,19,26,28,33
2,16,21,31,35
1,17,35,39,41
6,17,23,24,33
7,15,22,37,39
4,5,27,29,32
15,19,21,40,42
10,13,20,26,30
5,12,31,34,38
6,14,19,22,27
6,19,27,38,41
3,5,8,22,28
2,9,12,18,42
2,3,10,35,41
10,18,21,25,26
2,3,28,32,34
2,11,17,18,30
10,13,23,24,28
6,18,23,28,30
6,7,10,19,25
1,11,16,19,37
8,17,34,35,37
5,11,20,25,40
16,20,30,40,41
11,12,23,27,38
2,7,8,23,39
9,21,25,36,42
2,4,7,31,36
5,11,22,30,33
19,24,26,39,42
4,6,18,20,27
10,24,29,33,36
6,14,23,35,41
12,13,14,33,35
6,19,22,23,24
16,20,21,23,36
6,18,24,27,38
9,15,26,33,40
12,18,28,37,42
16,30,32,34,37
5,6,19,22,24
10,14,15,29,30
5,6,23,31,34
16,21,26,28,29
11,20,26,36,38
6,15,16,17,32
5,8,21,36,40
9,13,26,31,36
2,5,12,17,27
1,8,9,22,30
11,16,21,27,32
1,11,28,34,41
8,17,26,39,40
8,15,21,28,42
17,19,23,26,34
9,21,24,26,33
2,8,27,31,32
6,7,9,19,24
23,24,32,38,41
3,33,34,37,40
2,24,33,34,39
5,8,18,22,35
22,24,32,34,36
10,22,25,28,30
2,3,4,8,15
16,22,34,39,42
23,24,29,34,35
13,15,28,30,31
6,7,19,25,30
2,4,20,26,39
16,17,31,34,38
5,9,20,33,35
15,16,17,19,33
13,16,25,30,39
18,21,27,29,31
8,17,18,33,41
1,17,20,33,41
12,17,20,34,36
4,5,17,36,40
15,16,21,33,36
3,8,10,19,41
2,4,17,22,27
9,15,18,25,31
16,21,24,30,38
7,18,29,30,40
2,19,26,27,39
1,2,27,33,39
3,7,17,28,38
13,16,28,31,35
2,6,31,33,35
1,4,10,24,30
8,17,24,38,42
3,8,10,27,42
15,16,17,20,27
13,16,22,29,37
1,9,23,24,31
4,17,19,24,33
3,12,22,26,31
19,27,31,33,37
7,18,22,31,42
3,18,19,21,28
5,12,22,36,38
8,12,24,31,35
4,5,9,19,25
4,5,16,32,42
7,8,16,36,42
1,7,18,33,42
3,12,17,30,37
5,10,22,38,40
15,16,20,27,30
1,3,8,12,35
4,21,28,29,41
16,17,24,37,42
17,20,30,33,37
13,22,29,32,41
1,26,27,40,41
13,17,25,28,41
3,11,32,36,39
13,34,36,39,40
2,19,25,29,39
1,5,10,36,39
2,5,22,26,41
1,14,19,33,39
6,9,11,17,31
2,10,27,38,41
2,24,27,41,42
13,25,26,28,37
20,21,23,35,42
4,5,9,11,20
7,12,21,31,36
9,11,20,33,40
3,13,18,20,32
13,21,22,25,28
10,22,29,35,36
14,29,35,37,38
2,14,19,40,42
11,24,37,41,42
5,10,14,32,34
6,15,17,30,41
10,13,29,38,41
5,17,24,26,38
27,34,36,40,42
22,28,32,37,42
12,21,23,25,40
2,3,21,27,31
1,8,10,21,25
2,5,15,17,21
2,14,29,39,42
21,28,30,31,34
12,19,21,28,33
20,21,33,37,41
2,12,18,37,39
1,5,9,15,40
1,6,10,40,41
20,21,33,35,41
1,2,6,14,40
1,5,13,31,38
15,22,26,29,31
10,28,35,39,42
3,8,13,19,23
10,13,27,28,30
1,14,20,24,32
6,11,12,34,40
1,3,6,12,18
16,22,32,35,38
5,11,17,30,39
1,9,23,27,39
4,18,24,36,38
9,12,14,21,30
6,9,23,34,35
7,12,17,18,35
21,33,34,35,40
2,17,18,27,35
11,12,17,23,24
13,21,23,26,42
12,16,26,33,42
9,18,20,40,41
3,5,16,22,39
11,12,26,29,37
10,19,23,27,33
2,6,15,24,30
4,15,20,30,38
6,20,24,26,35
1,9,29,31,32
6,19,26,28,35
16,19,20,21,40
8,20,29,37,42
9,19,20,21,36
9,17,21,28,31
6,7,19,24,29
2,5,30,40,41
11,16,19,23,27
5,14,16,23,33
10,13,20,36,40
1,15,19,26,39
13,15,19,27,32
2,5,16,23,40
3,8,20,36,42
1,3,26,33,36
12,20,23,24,36
2,7,18,26,27
1,12,17,19,34
3,12,13,21,32
8,9,12,28,38
2,3,8,30,33
9,10,30,35,36
1,2,4,24,40
8,19,21,28,33
9,11,13,31,38
3,17,21,22,25
5,10,22,24,26
13,14,32,34,42
11,13,14,19,28
5,33,35,36,37
6,10,23,31,39
8,26,33,34,37
14,24,33,34,38
3,10,18,21,26
14,15,23,36,38
1,13,28,33,38
2,7,12,23,41
4,10,19,31,33
2,3,25,33,42
2,20,24,39,42
7,12,32,38,40
5,11,13,25,30
5,9,22,29,30
6,12,30,32,42
11,16,17,35,42
5,11,15,39,40
7,8,11,23,27
8,27,29,31,36
4,18,30,32,37
2,6,9,15,29
2,9,17,26,36
4,13,18,19,29
8,12,14,24,37
2,7,14,19,31
13,25,29,38,41
3,6,8,26,27
7,18,27,35,41
6,13,19,25,31
8,19,30,33,41
11,18,19,25,35
4,9,12,16,20
11,16,24,28,38
7,21,25,29,35
6,13,17,24,36
10,13,31,35,37
27,30,37,40,41
18,19,29,31,41
2,23,30,34,40
2,3,12,15,21
12,24,29,30,33
18,19,23,25,29
10,13,21,23,32
2,5,6,13,21
6,8,9,11,21
11,23,30,37,42
13,15,16,19,33
5,27,28,32,40
3,20,31,34,35
2,8,18,24,32
5,11,19,30,31
4,6,15,35,36
20,25,31,32,36
2,32,34,36,42
7,16,25,32,41
8,20,28,37,40
21,29,33,35,42
8,11,19,20,34
7,12,13,15,40
7,24,32,36,41
12,27,33,35,37
3,4,17,23,37
4,8,11,18,28
18,27,31,34,36
2,10,14,18,28
4,7,24,30,35
6,15,38,40,41
3,8,14,19,32
1,8,10,33,34
6,18,20,27,33
13,14,15,23,39
1,9,11,33,39
13,14,18,25,40
4,21,23,25,27
10,18,27,30,41
3,12,27,36,41
11,15,18,25,31
15,29,30,32,41
11,16,26,37,39
5,6,11,17,42
8,14,18,26,41
5,17,22,30,40
8,21,25,33,36
17,21,23,27,30
2,16,23,30,37
4,15,17,36,37
7,18,29,32,35
17,19,20,30,31
16,19,20,23,37
2,5,15,33,36
3,23,31,37,38
2,5,6,10,41
17,27,31,35,41
7,11,20,21,32
2,9,28,29,36
9,15,16,24,28
3,17,25,28,40
2,6,13,23,42
7,8,10,17,22
6,17,25,38,41
25,29,31,32,34
5,22,26,28,42
1,8,22,34,40
1,4,22,35,41
5,11,20,22,36
7,9,15,28,33
15,19,30,31,32
5,11,17,21,38
4,13,14,31,41
5,7,20,29,37
4,7,27,38,41
2,4,17,35,37
2,3,17,20,41
6,11,17,34,38
4,6,16,30,39
1,12,22,35,36
6,7,23,27,28
10,13,27,28,33
4,9,21,35,41
8,11,16,25,28
1,19,20,31,33
7,11,13,18,36
7,12,14,15,42
5,14,23,31,35
1,3,10,13,35
2,24,31,32,40
4,20,24,34,41
3,8,23,32,34
4,12,26,33,42
3,14,26,28,31
4,7,25,30,39
11,14,15,20,36
7,11,20,26,32
7,12,14,23,34
1,19,22,29,42
9,26,29,34,42
20,24,34,41,42
14,17,19,31,32
5,19,23,29,37
17,21,30,39,41
17,26,34,39,40
3,11,13,22,27
11,16,19,34,42
2,18,22,27,30
4,16,21,23,26
1,6,17,21,29
3,8,12,29,32
17,22,24,35,41
9,29,32,33,34
2,8,21,27,29
3,18,26,32,40
15,20,21,27,35
5,10,11,22,42
9,16,17,31,37
6,9,12,27,37
10,21,39,40,42
8,21,25,35,37
8,14,16,17,29
5,6,17,38,39
4,8,11,14,42
3,10,22,32,40
13,24,25,33,40
9,12,18,31,33
3,15,21,27,41
4,9,17,32,35
13,18,37,40,42
13,22,27,37,40
1,7,22,24,34
18,26,27,30,36
24,36,38,39,41
5,6,23,34,39
3,20,23,28,33
20,26,28,29,41
6,14,15,19,30
11,18,19,30,35
3,9,29,30,37
13,17,24,33,35
2,4,5,11,40
17,25,38,41,42
5,7,11,12,37
6,13,20,33,38
7,13,23,25,41
3,16,18,25,40
4,8,10,33,39
7,13,20,26,34
9,20,31,38,41
1,4,16,21,39
5,17,27,36,38
2,4,18,26,39
15,18,21,37,40
1,8,13,21,33
12,15,19,32,39
1,8,14,16,40
8,14,17,35,42
4,9,22,26,39
13,16,22,32,42
5,16,18,22,30
8,13,18,19,32
7,18,24,33,35
4,7,16,25,42
21,22,23,28,39
4,9,16,22,29
20,22,24,26,37
3,7,13,33,39
4,12,18,20,38
7,11,18,23,25
4,23,26,27,38
3,15,17,23,28
11,19,26,34,36
9,11,17,30,33
5,12,29,31,35
4,18,25,30,41
4,16,20,29,38
16,17,20,27,29
4,5,20,27,41
12,23,31,34,39
1,5,13,37,39
7,9,21,26,34
3,9,11,22,39
8,18,21,33,36
11,13,31,39,41
2,21,25,30,31
9,10,17,18,37
17,19,29,36,40
10,11,23,24,42
1,7,8,10,23
2,5,16,35,42
7,10,20,24,35
7,9,12,24,37
1,5,10,24,29
1,18,30,32,37
4,11,19,28,42
4,16,22,23,25
7,11,21,23,24
5,10,16,23,28
10,19,30,34,38
3,13,17,35,39
8,10,17,18,33
12,30,31,37,39
20,29,35,37,38
4,19,21,31,37
12,15,22,25,34
5,8,10,14,41
13,21,29,32,38
4,5,10,11,30
2,11,14,36,42
6,17,23,29,37
9,10,28,31,37
12,16,27,33,34
2,5,15,17,38
1,29,33,34,39
7,10,31,32,36
7,25,30,32,36
11,18,22,30,38
6,8,26,29,37
10,21,22,23,36
20,21,22,25,28
3,9,15,21,30
6,19,21,33,41
20,27,35,37,41
1,21,25,32,36
9,15,22,23,33
10,16,21,25,32
3,11,21,29,34
13,14,19,30,41
9,15,16,28,36
10,13,27,36,39
6,11,21,25,39
2,9,13,38,39
3,6,9,40,41
5,17,26,27,37
27,28,29,39,41
2,22,27,30,33
7,26,36,37,42
25,29,30,32,34
15,20,22,36,37
12,22,29,31,40
8,16,18,19,38
6,21,22,27,41
4,8,17,18,31
12,13,15,29,40
2,6,14,22,32
2,6,7,22,24
1,28,31,33,37
1,21,24,30,38
2,6,12,33,37
15,22,30,32,33
2,3,4,14,32
3,4,18,36,42
6,15,18,21,30
15,22,32,34,36
8,16,26,28,32
3,7,20,22,36
13,16,24,35,37
7,8,17,27,35
7,19,20,21,38
8,18,28,35,37
21,26,30,34,39
1,6,18,23,39
6,17,28,35,38
14,15,17,29,38
3,6,7,34,38
9,18,23,27,33
8,14,15,28,39
1,9,11,22,33
7,14,22,40,41
20,22,24,26,29
5,22,30,31,34
1,11,15,19,28
14,19,23,30,40
5,15,30,34,39
7,8,27,39,42
2,7,8,13,14
6,33,37,38,40
1,5,15,30,37
9,20,22,31,41
3,12,16,21,38
2,9,17,26,29
3,17,25,26,29
4,21,35,36,38
2,14,17,34,41
24,26,28,31,42
7,8,11,18,39
3,15,23,31,35
20,26,31,32,35
4,14,18,19,21
11,17,26,31,39
5,15,27,30,31
6,11,22,38,42
1,4,19,26,30
4,7,25,31,39
4,12,13,29,36
1,3,4,24,29
4,7,17,23,26
14,17,18,25,29
9,14,27,40,41
1,9,15,22,34
22,23,29,38,42
6,8,25,32,38
2,3,11,29,40
15,16,22,26,30
6,8,9,11,15
21,27,30,39,40
2,7,18,26,28
1,22,23,38,39
29,30,34,36,41
3,23,30,36,40
13,15,22,29,30
9,26,30,35,42
14,23,26,33,40
5,23,25,33,39
11,14,20,23,34
5,10,14,19,26
14,21,30,37,42
2,11,22,28,29
1,25,32,37,39
5,26,28,30,37
1,13,18,26,41
5,8,20,22,40
1,2,14,25,35
6,7,8,21,41
5,9,15,16,33
14,27,35,39,42
4,15,16,22,30
1,2,7,10,32
5,17,23,29,37
5,24,25,30,39
8,13,20,26,37
15,21,30,34,38
1,3,22,29,42
10,17,20,25,40
14,22,27,32,35
6,26,30,36,39
1,16,23,28,40
10,14,20,33,41
7,9,25,28,35
4,7,15,21,30
5,9,19,22,23
1,5,7,17,32
15,18,19,27,33
4,8,21,23,35
6,9,21,23,39
10,14,21,26,36
7,11,26,32,35
1,2,5,6,23
1,8,29,37,42
9,10,15,34,39
12,22,28,34,41
14,16,32,34,36
1,9,16,24,30
11,13,24,25,35
25,26,36,40,42
2,16,22,24,41
6,7,10,16,41
2,12,14,19,28
9,10,11,24,39
1,8,18,25,30
10,17,21,28,33
3,8,32,34,42
3,5,6,7,20
1,13,24,28,29
4,7,11,27,34
3,8,15,21,24
7,19,25,37,39
10,25,28,31,40
7,15,18,25,33
2,10,11,18,19
4,5,8,18,35
4,5,13,15,18
1,7,8,9,18
3,6,10,35,38
1,12,16,25,37
6,22,29,30,31
2,9,17,22,40
13,18,35,39,41
5,10,13,16,31
11,20,27,28,33
5,22,29,38,40
11,17,19,21,39
6,18,28,36,39
15,31,33,39,41
2,8,19,34,42
6,15,17,23,36
2,8,14,16,29
18,29,30,31,33
8,15,21,35,39
4,14,17,25,35
24,29,33,34,41
4,17,23,29,41
17,18,30,32,34
8,21,36,41,42
5,6,17,29,33
7,15,16,22,30
7,19,23,27,36
5,19,31,32,33
2,21,26,30,33
10,33,37,38,41
19,23,25,36,38
11,13,17,21,28
7,11,14,25,35
7,10,15,27,30
14,23,31,35,39
5,13,38,39,41
9,21,27,36,41
3,26,27,28,34
4,8,29,31,32
4,5,12,14,40
19,22,26,28,40
7,10,11,17,22
6,12,18,27,33
2,7,15,29,33
6,24,25,40,42
5,18,21,29,36
1,20,28,35,39
4,6,13,14,34
6,7,20,36,41
16,21,24,37,38
5,8,20,25,40
3,9,23,29,41
5,22,28,30,38
11,15,22,34,41
9,10,18,20,24
10,24,30,34,41
3,9,15,19,34
2,9,12,30,40
1,9,12,18,38
16,18,19,20,23
1,7,12,24,30
11,12,13,34,38
3,7,23,24,30
1,8,25,27,30
13,18,24,31,40
7,8,33,39,40
1,4,13,15,28
13,18,19,27,40
16,18,24,28,42
9,22,26,30,40
1,10,11,28,29
9,16,31,36,38
11,13,22,23,34
2,3,17,29,31
2,10,13,20,21
12,18,29,30,39
2,5,10,24,42
2,12,17,23,33
6,24,32,35,41
5,19,21,37,38
3,21,26,30,31
1,5,10,17,21
17,24,25,27,42
6,16,23,39,41
1,10,20,26,27
11,21,25,30,33
1,4,25,26,37
10,21,33,37,42
1,2,21,27,28
4,7,8,10,23
2,7,11,36,42
9,16,17,24,29
7,12,15,21,28
12,14,16,30,33
6,10,11,34,36
1,2,16,29,35
6,19,34,39,40
8,14,37,39,42
3,8,15,20,31
24,26,31,32,36
30,32,35,36,39
6,11,18,30,42
2,3,8,28,42
1,17,27,31,42
8,11,26,34,39
2,6,24,31,37
9,28,29,30,37
11,13,14,35,41
7,10,19,22,29
8,33,38,39,42
2,3,11,19,34
2,5,10,11,18
2,16,28,30,36
8,31,36,38,42
17,19,20,21,42
10,22,34,38,39
10,23,29,37,39
8,14,28,34,38
4,28,29,36,42
2,9,11,21,24
2,3,4,16,36
1,23,26,28,39
2,7,10,24,34
13,20,28,30,40
2,5,8,32,39
13,17,27,31,39
1,6,26,30,32
6,13,21,23,34
6,12,20,29,37
1,8,16,29,33
2,5,11,12,40
1,8,10,19,23
7,15,17,39,42
1,23,36,37,42
6,8,12,15,23
3,11,21,22,24
18,26,33,34,40
4,16,20,31,38
5,10,24,27,42
4,14,27,28,36
2,5,31,38,42
10,23,25,33,42
8,14,33,34,42
7,28,34,36,38
16,17,26,27,42
4,13,14,19,25
3,5,12,22,31
7,18,29,33,40
5,9,14,23,37
10,17,22,27,40
4,21,34,35,39
2,18,21,24,26
13,17,19,22,23
6,9,13,20,29
6,8,15,33,40
4,13,15,26,40
5,11,16,17,36
17,20,21,27,40
21,22,35,36,42
2,30,32,33,38
9,10,18,31,35
2,22,29,35,38
3,5,19,25,42
2,6,19,39,42
4,9,14,21,37
2,17,18,23,37
1,5,23,27,30
18,20,31,33,37
16,23,27,29,41
5,7,9,32,40
20,27,29,32,36
13,15,33,34,42
3,5,10,12,29
20,23,33,39,40
12,17,24,37,42
2,3,6,33,40
6,14,19,38,40
1,7,32,35,38
4,9,10,24,36
7,11,13,31,39
16,24,27,37,39
3,7,14,20,31
4,5,31,39,41
1,3,19,20,31
9,10,12,34,40
11,25,31,35,38
2,20,28,39,41
7,17,21,30,35
1,16,29,37,41
9,13,19,28,31
3,4,6,15,34
22,23,24,26,31
5,22,27,34,36
2,3,22,24,40
2,4,5,14,21
6,17,22,32,38
6,7,14,27,40
25,26,28,29,36
11,22,24,28,38
3,20,24,25,41
11,17,19,34,40
9,13,14,18,37
8,11,12,21,26
7,11,15,16,17
6,7,10,18,23
6,13,24,36,41
4,14,33,39,40
6,15,27,28,40
1,8,23,29,42
12,16,27,28,30
8,12,16,19,20
6,22,29,40,41
8,13,15,31,40
3,4,5,22,36
2,5,7,14,25
2,4,6,25,41
14,16,25,31,37
4,14,36,40,41
19,28,29,40,41
1,4,13,16,39
3,6,23,24,35
7,9,14,25,36
10,13,35,38,41
9,17,31,35,39
8,9,27,30,31
7,13,18,21,26
7,12,19,22,41
2,11,24,25,35
11,15,20,23,42
6,19,23,27,35
7,13,22,25,32
1,7,14,17,26
9,22,30,31,36
2,14,24,27,38
1,3,16,28,32
1,8,15,16,21
4,16,17,23,39
5,7,9,17,19
6,18,24,27,33
7,13,22,34,35
6,13,21,24,25
2,3,17,18,38
5,14,17,28,42
13,28,32,39,40
12,34,36,40,42
11,17,26,31,37
3,7,9,34,41
3,15,21,29,31
13,15,26,28,35
7,9,20,37,41
15,21,23,25,35
2,15,26,27,39
5,17,27,30,40
19,22,28,29,30
2,3,28,30,34
2,5,8,21,35
5,13,19,21,41
3,7,18,25,32
4,9,17,20,33
2,16,22,34,41
1,15,26,27,34
